path,accident,severity,use_for_training
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\80.csv,SLBIC,80.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\81.csv,SLBIC,81.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\82.csv,SLBIC,82.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\83.csv,SLBIC,83.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\84.csv,SLBIC,84.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\85.csv,SLBIC,85.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\86.csv,SLBIC,86.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\87.csv,SLBIC,87.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\88.csv,SLBIC,88.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\89.csv,SLBIC,89.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\90.csv,SLBIC,90.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\91.csv,SLBIC,91.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\92.csv,SLBIC,92.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\93.csv,SLBIC,93.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\94.csv,SLBIC,94.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\95.csv,SLBIC,95.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\96.csv,SLBIC,96.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\97.csv,SLBIC,97.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\98.csv,SLBIC,98.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\99.csv,SLBIC,99.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\100.csv,SLBIC,100.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\101.csv,SLBIC,101.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\1.csv,SLBOC,1.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\2.csv,SLBOC,2.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\3.csv,SLBOC,3.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\4.csv,SLBOC,4.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\5.csv,SLBOC,5.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\6.csv,SLBOC,6.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\7.csv,SLBOC,7.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\8.csv,SLBOC,8.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\9.csv,SLBOC,9.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\10.csv,SLBOC,10.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\11.csv,SLBOC,11.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\12.csv,SLBOC,12.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\13.csv,SLBOC,13.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\14.csv,SLBOC,14.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\15.csv,SLBOC,15.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\16.csv,SLBOC,16.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\17.csv,SLBOC,17.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\18.csv,SLBOC,18.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\19.csv,SLBOC,19.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\20.csv,SLBOC,20.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\21.csv,SLBOC,21.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\22.csv,SLBOC,22.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\23.csv,SLBOC,23.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\24.csv,SLBOC,24.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\25.csv,SLBOC,25.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\26.csv,SLBOC,26.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\27.csv,SLBOC,27.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\28.csv,SLBOC,28.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\29.csv,SLBOC,29.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\30.csv,SLBOC,30.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\31.csv,SLBOC,31.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\32.csv,SLBOC,32.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\33.csv,SLBOC,33.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\34.csv,SLBOC,34.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\35.csv,SLBOC,35.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\36.csv,SLBOC,36.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\37.csv,SLBOC,37.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\38.csv,SLBOC,38.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\39.csv,SLBOC,39.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\40.csv,SLBOC,40.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\41.csv,SLBOC,41.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\42.csv,SLBOC,42.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\43.csv,SLBOC,43.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\44.csv,SLBOC,44.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\45.csv,SLBOC,45.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\46.csv,SLBOC,46.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\47.csv,SLBOC,47.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\48.csv,SLBOC,48.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\49.csv,SLBOC,49.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\50.csv,SLBOC,50.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\51.csv,SLBOC,51.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\52.csv,SLBOC,52.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\53.csv,SLBOC,53.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\54.csv,SLBOC,54.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\55.csv,SLBOC,55.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\56.csv,SLBOC,56.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\57.csv,SLBOC,57.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\58.csv,SLBOC,58.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\59.csv,SLBOC,59.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\60.csv,SLBOC,60.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\61.csv,SLBOC,61.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\62.csv,SLBOC,62.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\63.csv,SLBOC,63.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\64.csv,SLBOC,64.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\65.csv,SLBOC,65.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\66.csv,SLBOC,66.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\67.csv,SLBOC,67.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\68.csv,SLBOC,68.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\69.csv,SLBOC,69.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\70.csv,SLBOC,70.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\71.csv,SLBOC,71.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\72.csv,SLBOC,72.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\73.csv,SLBOC,73.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\74.csv,SLBOC,74.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\75.csv,SLBOC,75.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\76.csv,SLBOC,76.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\77.csv,SLBOC,77.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\78.csv,SLBOC,78.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\79.csv,SLBOC,79.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\80.csv,SLBOC,80.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\81.csv,SLBOC,81.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\82.csv,SLBOC,82.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\83.csv,SLBOC,83.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\84.csv,SLBOC,84.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\85.csv,SLBOC,85.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\86.csv,SLBOC,86.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\87.csv,SLBOC,87.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\88.csv,SLBOC,88.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\89.csv,SLBOC,89.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\90.csv,SLBOC,90.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\91.csv,SLBOC,91.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\92.csv,SLBOC,92.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\93.csv,SLBOC,93.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\94.csv,SLBOC,94.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\95.csv,SLBOC,95.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\96.csv,SLBOC,96.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\97.csv,SLBOC,97.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\98.csv,SLBOC,98.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\99.csv,SLBOC,99.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBOC\100.csv,SLBOC,100.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SP\1.csv,SP,1.0,False
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\TT\1.csv,TT,1.0,False
